cite,question_id,question,choices,answer,chapter
“먼 사촌보다 가까운 이웃이 낫다.”라는 속담은 멀리 떨어져 함께 하지 못하는 친척보다 가깝게 지내는 이웃이 더 소중하다는 뜻이다.,438,“먼 사촌보다 가까운 이웃이 낫다.”라는 속담이 강조하는 것은 무엇인가?,"1. 친척의 중요성
2. 이웃의 중요성
3. 사촌의 중요성
4. 가족의 중요성
",이웃의 중요성,19
"“이웃사촌”이란 말은 마치 가족, 친척과 같이 친한 이웃을 뜻하는 말이다.",439,“이웃사촌”이란 말이 가리키는 대상은 누구인가?,"1. 가족
2. 친척
3. 가까운 이웃
4. 먼 이웃
",가까운 이웃,19
가문  아버지 중심으로 대대로 내려오는 가족 집단  족보  한 성씨의 시작과 현재 자손까지의 순서를 기록한 책,440,한 성씨의 시작과 현재 자손까지의 순서를 기록한 책을 무엇이라고 하는가?,"1. 가문
2. 인연
3. 동문회
4. 족보
",족보,19
동문회  같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임,441,같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임을 무엇이라고 하는가?,"1. 가문
2. 인연
3. 동문회
4. 족보
",동문회,19
한국에 사는 외국인들은 어떤 공통점이 있을까?,442,한국에 사는 외국인들이 가질 수 있는 공통점은 무엇일까?,"1. 한국에 온 목적이 같은 사람
2. 출신 국가가 같은 사람
3. 나이가 비슷한 사람
4. 모두
",모두,19
한국인들은 왜 공통점을 찾으려고 할까?,443,한국인들이 왜 공통점을 찾으려고 하는 이유는 무엇일까?,"1. 서로의 공통점을 연결 고리로 하여 관계를 맺기 때문
2. 공동체를 중시하는 한국 사람들은 연고를 중요하게 생각하기 때문
3. 가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 혈연이라고 하기 때문
4. 모두
",모두,19
가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 혈연이라고 한다.,444,가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 무엇이라고 하는가?,"1. 혈연
2. 지연
3. 동문회
4. 족보
",혈연,19
고향이나 출신 지역에 따라 이어진 인연을 지연이라고 한다.,445,고향이나 출신 지역에 따라 이어진 인연을 무엇이라고 하는가?,"1. 혈연
2. 지연
3. 동문회
4. 족보
",지연,19
"1970년대 이후 한국 경제가 급성장하면서 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳 으로 옮기는 사람들이 많았다.",446,1970년대 이후 한국에서 어떤 변화가 있었는가?,"1. 한국 경제가 급성장하였다
2. 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳으로 옮기는 사람들이 많아졌다
3. 고향이나 출신 지역에 따라 이어진 인연을 지연이라고 부르기 시작했다
4. A와 B
",A와 B,19
새로 정착한 곳에서 사람들은 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지기도 한다.,447,새로 정착한 곳에서 사람들이 주로 하는 활동은 무엇인가?,"1. 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지는 것
2. 가문을 만들어 기록하는 것
3. 동문회를 만드는 것
4. 족보를 만드는 것
",향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지는 것,19
처음 보는 사람이라도 같은 성씨에 같은 가문의 사람이라면 중요한 인연이라고 생각한다.,448,한국에서는 어떤 경우에 사람을 중요한 인연으로 생각하는가?,"1. 처음 보는 사람이라도 같은 성씨에 같은 가문의 사람일 경우
2. 같은 학교를 졸업한 사람일 경우
3. 같은 지역 출신일 경우
4. 모두
",처음 보는 사람이라도 같은 성씨에 같은 가문의 사람일 경우,19
한국은 족보를 만들어 기록할 정도로 가문을 중요하게 여긴다.,449,한국에서 가문을 어떻게 여기는가?,"1. 중요하게 여긴다
2. 별로 중요하지 않게 여긴다
3. 가문을 만들지 않는다
4. 모르겠다
",중요하게 여긴다,19
고향이나 출신 지역에 따라 이어진 인연을 지연이라고 한다.,450,고향이나 출신 지역에 따라 이어진 인연을 무엇이라고 하는가?,"1. 학연
2. 지연
3. 동문
4. 향우회
",지연,19
"1970년대 이후 한국 경제가 급성장하면서 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳 으로 옮기는 사람들이 많았다.",451,1970년대 이후 한국에서 어떤 이유로 사람들이 원래 살던 곳을 떠나 새로운 곳으로 이동하였는가?,"1. 직장, 공부, 결혼
2. 전쟁
3. 재난
4. 경제적 어려움
","직장, 공부, 결혼",19
새로 정착한 곳에서 사람들은 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지기도 한다.,452,새로 정착한 곳에서 사람들이 만드는 조직의 예시는 무엇인가?,"1. 학연회
2. 지연회
3. 동문회
4. 향우회
",향우회,19
같은 학교 출신에 따라 이어진 인연을 학연 이라고 한다.,453,같은 학교 출신에 따라 이어진 인연을 무엇이라고 하는가?,"1. 학연
2. 지연
3. 동문
4. 향우회
",학연,19
특히 출신 고등학교와 대학교를 통해 맺어지는 학연이 중시되고 있다.,454,어떤 학교를 통해 맺어지는 학연이 중시되는가?,"1. 초등학교
2. 중학교
3. 고등학교와 대학교
4. 전문학교
",고등학교와 대학교,19
졸업 후에도 동문 회를 조직하여 만남을 이어가는 경우가 많다.,455,졸업 후에도 어떤 회를 조직하여 만남을 이어가는가?,"1. 학연회
2. 지연회
3. 동문회
4. 향우회
",동문회,19
"대학 에서는 고등학교 동문회, 직장에서는 대학교 동문회 등을 쉽게 찾아볼 수 있다.",456,대학과 직장에서 각각 어떤 동문회를 쉽게 찾아볼 수 있는가?,"1. 대학에서는 중학교 동문회, 직장에서는 고등학교 동문회
2. 대학에서는 고등학교 동문회, 직장에서는 대학교 동문회
3. 대학에서는 초등학교 동문회, 직장에서는 중학교 동문회
4. 대학에서는 대학교 동문회, 직장에서는 고등학교 동문회
","대학에서는 고등학교 동문회, 직장에서는 대학교 동문회",19
사회생활 중에도 같은 고등학교나 대학교를 졸업한 사람들끼리 서로 돕고 의지하는 경우가 많다.,457,사회생활 중에는 어떤 학교를 졸업한 사람들끼리 서로 돕고 의지하는 경우가 많은가?,"1. 초등학교
2. 중학교
3. 고등학교나 대학교
4. 전문학교
",고등학교나 대학교,19
한국인들이 중시하는 전통 가치는 무엇일까  한국에서 대중교통을 이용하다 보면 잘 모르는 노인에게 자리를 양보하는 모습을 쉽게 보게 된다.,0,한국인들이 중시하는 전통 가치 중 하나는 무엇인가?,"1. 노인에게 자리를 양보하는 것
2. 명절에 부모를 찾아뵙는 것
3. 제사를 드리는 것
4. 높임말을 사용하는 것
",노인에게 자리를 양보하는 것,19
한국에서는 부모를 공경하고 기쁘게 해 드리는 효를 중요하게 여긴다.,1,한국에서 중요하게 여기는 전통 가치는 무엇인가?,"1. 효
2. 예절
3. 명절
4. 제사
",효,19
공부나 직장 일로 부모와 떨어져 살게 되더라도 명절이나 부모의 생일이 되면 부모를 찾아뵙는 것도 효에서 비롯된 것이다.,2,명절이나 부모의 생일에 부모를 찾아뵙는 행동은 어떤 전통 가치에서 비롯된 것인가?,"1. 효
2. 예절
3. 명절
4. 제사
",효,19
효에는 자신의 부모 뿐 아니라 모든 웃어른을 공경하고 존중하는 마음이 들어 있다.,3,효에는 어떤 마음이 들어있는가?,"1. 자신의 부모를 공경하고 존중하는 마음
2. 모든 웃어른을 공경하고 존중하는 마음
3. 부모를 기쁘게 해드리는 마음
4. 모든 사람을 공경하고 존중하는 마음
",모든 웃어른을 공경하고 존중하는 마음,19
그리고 한국은 예절을 강조하는 나라이다.,4,한국은 어떤 것을 강조하는 나라인가?,"1. 효
2. 예절
3. 명절
4. 제사
",예절,19
예절은 자신의 몸과 마음을 바르게 하여 상대방을 존중하는 것이다.,5,예절이란 무엇인가?,"1. 자신의 몸과 마음을 바르게 하여 상대방을 존중하는 것
2. 자신의 몸과 마음을 바르게 하여 자신을 존중하는 것
3. 상대방의 몸과 마음을 바르게 하여 상대방을 존중하는 것
4. 상대방의 몸과 마음을 바르게 하여 자신을 존중하는 것
",자신의 몸과 마음을 바르게 하여 상대방을 존중하는 것,19
"예를 들면, 높임말과 인사법이 있다.",6,예절의 예로 어떤 것들이 있는가?,"1. 높임말과 인사법
2. 명절과 제사
3. 효와 명절
4. 제사와 높임말
",높임말과 인사법,19
회의와 같은 공적인 모임에 가거나 자기보다 나이가 많은 사람에게는 높임말을 사용하는 것이 일반적이다.,7,한국에서 높임말을 사용하는 상황은 어떤 경우인가?,"1. 회의와 같은 공적인 모임에 가거나 자기보다 나이가 많은 사람에게
2. 회의와 같은 공적인 모임에 가거나 자기보다 나이가 적은 사람에게
3. 친구와 같은 사적인 모임에 가거나 자기보다 나이가 많은 사람에게
4. 친구와 같은 사적인 모임에 가거나 자기보다 나이가 적은 사람에게
",회의와 같은 공적인 모임에 가거나 자기보다 나이가 많은 사람에게,19
인사는 존중의 의미를 담은 것으로 고개를 숙여서 예를  갖춘다.,8,한국에서 인사를 할 때 어떤 동작을 하는가?,"1. 고개를 숙이는 것
2. 손을 흔드는 것
3. 눈을 감는 것
4. 박수를 치는 것
",고개를 숙이는 것,19
"명절, 결혼식, 장례식 등과 같은 날에는 부모나 웃어른, 유족 등에게 절을 한다.",9,한국에서 절을 하는 상황은 어떤 경우인가?,"1. 명절, 결혼식, 장례식 등과 같은 날에 부모나 웃어른, 유족 등에게
2. 회의나 공적인 모임에서
3. 친구와 같은 사적인 모임에서
4. 학교나 직장에서
","명절, 결혼식, 장례식 등과 같은 날에 부모나 웃어른, 유족 등에게",19
"명절, 결혼식, 장례식 등과 같은 날에는 부모나 웃어른, 유족 등에게 절을 한다.",10,"한국에서는 어떤 날에 부모나 웃어른, 유족 등에게 절을 하는가?","1. 생일
2. 명절, 결혼식, 장례식
3. 크리스마스
4. 신년
","명절, 결혼식, 장례식",19
과거 농경 사회였던 한국은 농사일을 포함해서 마을의 어렵고 힘든 일을 함께 힘을 모아 해결했다.,11,과거 한국 사회에서는 어떻게 어렵고 힘든 일을 해결하였는가?,"1. 돈을 모아 해결
2. 서로 힘을 모아 해결
3. 외국인에게 도움을 청함
4. 정부에게 도움을 청함
",서로 힘을 모아 해결,19
또한 나라에 큰일이 있을 때에도 자원봉사자들이 나서서 그 일을 돕는 모습을 자주 볼 수 있다.,12,나라에 큰일이 있을 때 어떤 모습을 자주 볼 수 있는가?,"1. 자원봉사자들이 나서서 돕는 모습
2. 정부가 해결하는 모습
3. 외국인이 돕는 모습
4. 모두가 도망가는 모습
",자원봉사자들이 나서서 돕는 모습,19
“먼 사촌보다 가까운 이웃이 낫다.”라는 속담은 멀리 떨어져 함께 하지 못하는 친척보다 가깝게 지내는 이웃이 더 소중하다는 뜻이다.,13,“먼 사촌보다 가까운 이웃이 낫다.”라는 속담의 뜻은 무엇인가?,"1. 가까운 이웃이 더 소중하다
2. 멀리 있는 친척이 더 소중하다
3. 이웃보다 친척이 더 중요하다
4. 친척보다 이웃이 더 중요하다
",가까운 이웃이 더 소중하다,19
"한편, 한국에서는 집을 옮기게 되면 새로 만나게 되는 이웃에게 떡을 돌리기도 한다.",14,한국에서는 집을 옮기게 되면 어떤 행동을 하는가?,"1. 이웃에게 떡을 돌린다
2. 이웃에게 돈을 준다
3. 이웃에게 선물을 준다
4. 이웃에게 인사를 한다
",이웃에게 떡을 돌린다,19
이사를 가거나 개업을 하는 경우 이웃에게 시루떡을 돌리기도 한다.,15,한국에서는 이사를 가거나 개업을 할 때 이웃에게 무엇을 하는가?,"1. 시루떡을 돌린다
2. 돈을 준다
3. 선물을 준다
4. 인사를 한다
",시루떡을 돌린다,19
"또한, “이웃사촌”이란 말은 마치 가족, 친척과 같이 친한 이웃을 뜻하는 말이다.",16,“이웃사촌”이란 말의 뜻은 무엇인가?,"1. 친한 이웃
2. 멀리 있는 이웃
3. 가까운 이웃
4. 이웃과 친척
",친한 이웃,19
2007년 태안에서 일어난 기름 유출 사고 때 이를 돕기 위해 나선 자원 봉사자들,17,2007년 태안에서 일어난 사고에 대해 자원봉사자들이 어떤 행동을 했는가?,"1. 사고를 돕기 위해 나섬
2. 사고를 보고 도망감
3. 사고를 무시함
4. 사고를 보고 경찰에 신고함
",사고를 돕기 위해 나섬,19
"또한, 한국에서는 이웃과 서로 도우며 살아가는 상부상조 전통을 중시해 왔다.",18,한국에서는 어떤 전통을 중시해 왔는가?,"1. 이웃과 서로 도우며 살아가는 상부상조 전통
2. 이웃과 경쟁하는 전통
3. 이웃을 무시하는 전통
4. 이웃과 거리를 두는 전통
",이웃과 서로 도우며 살아가는 상부상조 전통,19
여기에는 자신이 새로 온 이웃이라는 것을 알리고 이웃끼리 잘 지내자는 의미가 담겨있다.,19,한국에서 새로운 이웃에게 떡을 돌리는 행동에는 어떤 의미가 담겨있는가?,"1. 자신이 새로 온 이웃이라는 것을 알리고 이웃끼리 잘 지내자는 의미
2. 자신이 부자라는 것을 보여주는 의미
3. 자신이 떡을 좋아한다는 의미
4. 자신이 이웃을 무시한다는 의미
",자신이 새로 온 이웃이라는 것을 알리고 이웃끼리 잘 지내자는 의미,19
가문  아버지 중심으로 대대로 내려오는 가족 집단,20,가문이란 무엇을 의미하는가?,"1. 아버지 중심으로 대대로 내려오는 가족 집단
2. 한 성씨의 시작과 현재 자손까지의 순서를 기록한 책
3. 사람과 사람 사이의 관계
4. 같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임
",아버지 중심으로 대대로 내려오는 가족 집단,19
족보  한 성씨의 시작과 현재 자손까지의 순서를 기록한 책,21,족보란 무엇인가?,"1. 아버지 중심으로 대대로 내려오는 가족 집단
2. 한 성씨의 시작과 현재 자손까지의 순서를 기록한 책
3. 사람과 사람 사이의 관계
4. 같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임
",한 성씨의 시작과 현재 자손까지의 순서를 기록한 책,19
